country,orderDate,productCode,quantityOrdered,priceEach,orderNumber,productLine,productName,extendedPrice,year,month,sortkey
Denmark,10/22/2004 0:00,S700_1938,23,83.15,10314,Ships,The Mayflower,1912.45,2004,October,10
Canada,11/5/2003 0:00,S18_1129,35,134.46,10171,Classic Cars,1993 Mazda RX-7,4706.1,2003,November,11
Canada,11/5/2003 0:00,S18_1984,35,128.03,10171,Classic Cars,1995 Honda Civic,4481.05,2003,November,11
Canada,11/5/2003 0:00,S18_3232,39,165.95,10171,Classic Cars,1992 Ferrari 360 Spider red,6472.05,2003,November,11
Canada,11/5/2003 0:00,S24_2972,36,34.74,10171,Classic Cars,1982 Lamborghini Diablo,1250.64,2003,November,11
Canada,6/17/2004 0:00,S10_4757,27,116.96,10261,Classic Cars,1972 Alfa Romeo GTA,3157.92,2004,June,6
Canada,6/17/2004 0:00,S18_4522,20,80.75,10261,Vintage Cars,1904 Buick Runabout,1615,2004,June,6
Canada,6/17/2004 0:00,S24_2011,36,105.69,10261,Ships,18th century schooner,3804.84,2004,June,6
Canada,6/17/2004 0:00,S24_3151,22,79.66,10261,Vintage Cars,1912 Ford Model T Delivery Wagon,1752.52,2004,June,6
Canada,6/17/2004 0:00,S700_1138,34,64,10261,Ships,The Schooner Bluenose,2176,2004,June,6
Canada,6/17/2004 0:00,S700_2610,44,58.55,10261,Ships,The USS Constitution Ship,2576.2,2004,June,6
Canada,6/17/2004 0:00,S700_3505,25,89.15,10261,Ships,The Titanic,2228.75,2004,June,6
Canada,6/17/2004 0:00,S700_3962,50,88.39,10261,Ships,The Queen Mary,4419.5,2004,June,6
Canada,6/17/2004 0:00,S72_3212,29,43.68,10261,Ships,Pont Yacht,1266.72,2004,June,6
Canada,5/1/2005 0:00,S10_1949,23,205.73,10411,Classic Cars,1952 Alpine Renault 1300,4731.79,2005,May,5
Canada,5/1/2005 0:00,S10_4962,27,144.79,10411,Classic Cars,1962 LanciaA Delta 16V,3909.33,2005,May,5
Canada,5/1/2005 0:00,S12_1666,40,110.7,10411,Trucks and Buses,1958 Setra Bus,4428,2005,May,5
Canada,5/1/2005 0:00,S18_1097,27,109.67,10411,Trucks and Buses,1940 Ford Pickup Truck,2961.09,2005,May,5
Canada,5/1/2005 0:00,S18_4600,46,106.55,10411,Trucks and Buses,1940s Ford truck,4901.3,2005,May,5
Canada,5/1/2005 0:00,S18_4668,35,41.25,10411,Vintage Cars,1939 Cadillac Limousine,1443.75,2005,May,5
Canada,5/1/2005 0:00,S32_1268,26,78.01,10411,Trucks and Buses,1980’s GM Manhattan Express,2028.26,2005,May,5
Canada,5/1/2005 0:00,S32_3522,27,60.76,10411,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger,1640.52,2005,May,5
Canada,5/1/2005 0:00,S700_2824,34,89.01,10411,Classic Cars,1982 Camaro Z28,3026.34,2005,May,5
USA,2/19/2004 0:00,S10_4757,49,133.28,10222,Classic Cars,1972 Alfa Romeo GTA,6530.72,2004,February,2
USA,2/19/2004 0:00,S18_1662,49,137.19,10222,Planes,1980s Black Hawk Helicopter,6722.31,2004,February,2
USA,2/19/2004 0:00,S18_3029,49,79.14,10222,Ships,1999 Yamaha Speed Boat,3877.86,2004,February,2
USA,2/19/2004 0:00,S18_3856,45,88.93,10222,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet,4001.85,2004,February,2
USA,2/19/2004 0:00,S24_2841,32,56.86,10222,Planes,1900s Vintage Bi-Plane,1819.52,2004,February,2
USA,2/19/2004 0:00,S24_3151,47,74.35,10222,Vintage Cars,1912 Ford Model T Delivery Wagon,3494.45,2004,February,2
USA,2/19/2004 0:00,S24_3420,43,61.15,10222,Vintage Cars,1937 Horch 930V Limousine,2629.45,2004,February,2
USA,2/19/2004 0:00,S24_3816,46,77.99,10222,Vintage Cars,1940 Ford Delivery Sedan,3587.54,2004,February,2
USA,2/19/2004 0:00,S24_3949,48,55.27,10222,Planes,Corsair F4U ( Bird Cage),2652.96,2004,February,2
USA,2/19/2004 0:00,S700_1138,31,58.67,10222,Ships,The Schooner Bluenose,1818.77,2004,February,2
USA,2/19/2004 0:00,S700_2047,26,80.56,10222,Ships,HMS Bounty,2094.56,2004,February,2
USA,2/19/2004 0:00,S700_2466,37,90.75,10222,Planes,America West Airlines B757-200,3357.75,2004,February,2
USA,2/19/2004 0:00,S700_2610,36,69.39,10222,Ships,The USS Constitution Ship,2498.04,2004,February,2
USA,2/19/2004 0:00,S700_3505,38,84.14,10222,Ships,The Titanic,3197.32,2004,February,2
USA,2/19/2004 0:00,S700_3962,31,81.43,10222,Ships,The Queen Mary,2524.33,2004,February,2
USA,2/19/2004 0:00,S700_4002,43,66.63,10222,Planes,American Airlines: MD-11S,2865.09,2004,February,2
USA,2/19/2004 0:00,S72_1253,31,45.19,10222,Planes,Boeing X-32A JSF,1400.89,2004,February,2
USA,2/19/2004 0:00,S72_3212,36,48.59,10222,Ships,Pont Yacht,1749.24,2004,February,2
USA,2/26/2004 0:00,S18_1589,38,108.26,10226,Classic Cars,1965 Aston Martin DB5,4113.88,2004,February,2
USA,2/26/2004 0:00,S18_1984,24,129.45,10226,Classic Cars,1995 Honda Civic,3106.8,2004,February,2
USA,2/26/2004 0:00,S18_2870,24,125.4,10226,Classic Cars,1999 Indy 500 Monte Carlo SS,3009.6,2004,February,2
USA,2/26/2004 0:00,S18_3685,46,122.91,10226,Classic Cars,1948 Porsche Type 356 Roadster,5653.86,2004,February,2
USA,2/26/2004 0:00,S24_1046,21,65.41,10226,Classic Cars,1970 Chevy Chevelle SS 454,1373.61,2004,February,2
USA,2/26/2004 0:00,S24_1628,36,47.79,10226,Classic Cars,1966 Shelby Cobra 427 S/C,1720.44,2004,February,2
USA,2/26/2004 0:00,S24_3432,48,95.3,10226,Classic Cars,2002 Chevy Corvette,4574.4,2004,February,2
UK,3/20/2004 0:00,S18_3140,22,133.86,10232,Vintage Cars,1903 Ford Model A,2944.92,2004,March,3
UK,3/20/2004 0:00,S18_3259,48,97.81,10232,Trains,Collectable Wooden Train,4694.88,2004,March,3
UK,3/20/2004 0:00,S18_4522,23,78.12,10232,Vintage Cars,1904 Buick Runabout,1796.76,2004,March,3
UK,3/20/2004 0:00,S24_2011,46,113.06,10232,Ships,18th century schooner,5200.76,2004,March,3
UK,3/20/2004 0:00,S700_1938,26,84.88,10232,Ships,The Mayflower,2206.88,2004,March,3
UK,3/20/2004 0:00,S700_3505,48,86.15,10232,Ships,The Titanic,4135.2,2004,March,3
UK,3/20/2004 0:00,S700_3962,35,81.43,10232,Ships,The Queen Mary,2850.05,2004,March,3
UK,3/20/2004 0:00,S72_3212,24,48.59,10232,Ships,Pont Yacht,1166.16,2004,March,3
UK,11/1/2004 0:00,S10_4757,33,126.48,10316,Classic Cars,1972 Alfa Romeo GTA,4173.84,2004,November,11
UK,11/1/2004 0:00,S18_1662,27,140.34,10316,Planes,1980s Black Hawk Helicopter,3789.18,2004,November,11
UK,11/1/2004 0:00,S18_3029,21,72.26,10316,Ships,1999 Yamaha Speed Boat,1517.46,2004,November,11
UK,11/1/2004 0:00,S18_3856,47,89.99,10316,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet,4229.53,2004,November,11
UK,11/1/2004 0:00,S24_1785,25,93.01,10316,Planes,1928 British Royal Navy Airplane,2325.25,2004,November,11
UK,11/1/2004 0:00,S24_2841,34,67.14,10316,Planes,1900s Vintage Bi-Plane,2282.76,2004,November,11
UK,11/1/2004 0:00,S24_3420,47,55.23,10316,Vintage Cars,1937 Horch 930V Limousine,2595.81,2004,November,11
UK,11/1/2004 0:00,S24_3816,25,77.15,10316,Vintage Cars,1940 Ford Delivery Sedan,1928.75,2004,November,11
UK,11/1/2004 0:00,S24_3949,30,67.56,10316,Planes,Corsair F4U ( Bird Cage),2026.8,2004,November,11
UK,11/1/2004 0:00,S32_4289,24,59.16,10316,Vintage Cars,1928 Ford Phaeton Deluxe,1419.84,2004,November,11
UK,11/1/2004 0:00,S50_1341,34,36.66,10316,Vintage Cars,1930 Buick Marquette Phaeton,1246.44,2004,November,11
UK,11/1/2004 0:00,S700_1691,34,74.9,10316,Planes,American Airlines: B767-300,2546.6,2004,November,11
UK,11/1/2004 0:00,S700_2047,45,73.32,10316,Ships,HMS Bounty,3299.4,2004,November,11
UK,11/1/2004 0:00,S700_2466,23,85.76,10316,Planes,America West Airlines B757-200,1972.48,2004,November,11
UK,11/1/2004 0:00,S700_2610,48,67.22,10316,Ships,The USS Constitution Ship,3226.56,2004,November,11
UK,11/1/2004 0:00,S700_3167,48,77.6,10316,Planes,F/A 18 Hornet 1/72,3724.8,2004,November,11
UK,11/1/2004 0:00,S700_4002,44,68.11,10316,Planes,American Airlines: MD-11S,2996.84,2004,November,11
UK,11/1/2004 0:00,S72_1253,34,43.7,10316,Planes,Boeing X-32A JSF,1485.8,2004,November,11
France,7/4/2003 0:00,S18_1129,25,117.48,10136,Classic Cars,1993 Mazda RX-7,2937,2003,July,7
France,7/4/2003 0:00,S18_1984,36,120.91,10136,Classic Cars,1995 Honda Civic,4352.76,2003,July,7
France,7/4/2003 0:00,S18_3232,41,169.34,10136,Classic Cars,1992 Ferrari 360 Spider red,6942.94,2003,July,7
France,11/8/2003 0:00,S10_4757,24,131.92,10178,Classic Cars,1972 Alfa Romeo GTA,3166.08,2003,November,11
France,11/8/2003 0:00,S18_1662,42,127.73,10178,Planes,1980s Black Hawk Helicopter,5364.66,2003,November,11
France,11/8/2003 0:00,S18_3029,41,70.54,10178,Ships,1999 Yamaha Speed Boat,2892.14,2003,November,11
France,11/8/2003 0:00,S18_3856,48,104.81,10178,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet,5030.88,2003,November,11
France,11/8/2003 0:00,S24_2841,34,67.82,10178,Planes,1900s Vintage Bi-Plane,2305.88,2003,November,11
France,11/8/2003 0:00,S24_3420,27,65.75,10178,Vintage Cars,1937 Horch 930V Limousine,1775.25,2003,November,11
France,11/8/2003 0:00,S24_3816,21,68.77,10178,Vintage Cars,1940 Ford Delivery Sedan,1444.17,2003,November,11
France,11/8/2003 0:00,S24_3949,30,64.15,10178,Planes,Corsair F4U ( Bird Cage),1924.5,2003,November,11
France,11/8/2003 0:00,S700_2047,34,86.9,10178,Ships,HMS Bounty,2954.6,2003,November,11
France,11/8/2003 0:00,S700_2466,22,91.74,10178,Planes,America West Airlines B757-200,2018.28,2003,November,11
France,11/8/2003 0:00,S700_4002,45,68.11,10178,Planes,American Airlines: MD-11S,3064.95,2003,November,11
France,11/8/2003 0:00,S72_1253,45,41.71,10178,Planes,Boeing X-32A JSF,1876.95,2003,November,11
France,3/28/2005 0:00,S700_1938,32,69.29,10397,Ships,The Mayflower,2217.28,2005,March,3
France,3/28/2005 0:00,S700_2610,22,62.88,10397,Ships,The USS Constitution Ship,1383.36,2005,March,3
France,3/28/2005 0:00,S700_3505,48,86.15,10397,Ships,The Titanic,4135.2,2005,March,3
France,3/28/2005 0:00,S700_3962,36,80.44,10397,Ships,The Queen Mary,2895.84,2005,March,3
France,3/28/2005 0:00,S72_3212,34,52.96,10397,Ships,Pont Yacht,1800.64,2005,March,3
Italy,8/17/2004 0:00,S10_1949,34,205.73,10280,Classic Cars,1952 Alpine Renault 1300,6994.82,2004,August,8
Italy,8/17/2004 0:00,S18_1097,24,98,10280,Trucks and Buses,1940 Ford Pickup Truck,2352,2004,August,8
Italy,8/17/2004 0:00,S18_1342,50,87.33,10280,Vintage Cars,1937 Lincoln Berline,4366.5,2004,August,8
Italy,8/17/2004 0:00,S18_1367,27,47.44,10280,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster,1280.88,2004,August,8
Italy,8/17/2004 0:00,S18_1749,26,161.5,10280,Vintage Cars,1917 Grand Touring Sedan,4199,2004,August,8
Italy,8/17/2004 0:00,S18_2248,25,53.28,10280,Vintage Cars,1911 Ford Town Car,1332,2004,August,8
Italy,8/17/2004 0:00,S18_2325,37,109.33,10280,Vintage Cars,1932 Model A Ford J-Coupe,4045.21,2004,August,8
Italy,8/17/2004 0:00,S18_2795,22,158.63,10280,Vintage Cars,1928 Mercedes-Benz SSK,3489.86,2004,August,8
Italy,8/17/2004 0:00,S18_2949,46,82.06,10280,Vintage Cars,1913 Ford Model T Speedster,3774.76,2004,August,8
Italy,8/17/2004 0:00,S18_2957,43,54.34,10280,Vintage Cars,1934 Ford V8 Coupe,2336.62,2004,August,8
Italy,8/17/2004 0:00,S18_3136,29,102.63,10280,Vintage Cars,18th Century Vintage Horse Carriage,2976.27,2004,August,8
Italy,8/17/2004 0:00,S18_3320,34,99.21,10280,Vintage Cars,1917 Maxwell Touring Car,3373.14,2004,August,8
Italy,8/17/2004 0:00,S18_4409,35,77.31,10280,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport,2705.85,2004,August,8
Italy,8/17/2004 0:00,S24_1937,20,29.87,10280,Vintage Cars,1939 Chevrolet Deluxe Coupe,597.4,2004,August,8
Italy,8/17/2004 0:00,S24_2022,45,36.29,10280,Vintage Cars,1938 Cadillac V-16 Presidential Limousine,1633.05,2004,August,8
Italy,8/17/2004 0:00,S24_3969,33,35.29,10280,Vintage Cars,1936 Mercedes Benz 500k Roadster,1164.57,2004,August,8
Italy,8/17/2004 0:00,S24_4258,21,79.86,10280,Vintage Cars,1936 Chrysler Airflow,1677.06,2004,August,8
Italy,9/9/2004 0:00,S12_1108,46,187.02,10293,Classic Cars,2001 Ferrari Enzo,8602.92,2004,September,9
Italy,9/9/2004 0:00,S12_3148,24,129.93,10293,Classic Cars,1969 Corvair Monza,3118.32,2004,September,9
Italy,9/9/2004 0:00,S12_3891,45,171.29,10293,Classic Cars,1969 Ford Falcon,7708.05,2004,September,9
Italy,9/9/2004 0:00,S18_3140,24,110.64,10293,Vintage Cars,1903 Ford Model A,2655.36,2004,September,9
Italy,9/9/2004 0:00,S18_3259,22,91.76,10293,Trains,Collectable Wooden Train,2018.72,2004,September,9
Italy,9/9/2004 0:00,S18_4522,49,72.85,10293,Vintage Cars,1904 Buick Runabout,3569.65,2004,September,9
Italy,9/9/2004 0:00,S24_2011,21,111.83,10293,Ships,18th century schooner,2348.43,2004,September,9
Italy,9/9/2004 0:00,S700_1938,29,77.95,10293,Ships,The Mayflower,2260.55,2004,September,9
Italy,9/9/2004 0:00,S72_3212,32,51.32,10293,Ships,Pont Yacht,1642.24,2004,September,9
France,7/1/2003 0:00,S10_1678,41,90.92,10134,Motorcycles,1969 Harley Davidson Ultimate Chopper,3727.72,2003,July,7
France,7/1/2003 0:00,S10_2016,27,116.56,10134,Motorcycles,1996 Moto Guzzi 1100i,3147.12,2003,July,7
France,7/1/2003 0:00,S10_4698,31,187.85,10134,Motorcycles,2003 Harley-Davidson Eagle Drag Bike,5823.35,2003,July,7
France,7/1/2003 0:00,S12_2823,20,131.04,10134,Motorcycles,2002 Suzuki XREO,2620.8,2003,July,7
France,7/1/2003 0:00,S18_2625,30,51.48,10134,Motorcycles,1936 Harley Davidson El Knucklehead,1544.4,2003,July,7
France,7/1/2003 0:00,S24_1578,35,94.67,10134,Motorcycles,1997 BMW R 1100 S,3313.45,2003,July,7
France,7/1/2003 0:00,S24_2000,43,75.41,10134,Motorcycles,1960 BSA Gold Star DBD34,3242.63,2003,July,7
France,12/9/2004 0:00,S18_1129,43,120.31,10356,Classic Cars,1993 Mazda RX-7,5173.33,2004,December,12
France,12/9/2004 0:00,S18_1342,50,82.19,10356,Vintage Cars,1937 Lincoln Berline,4109.5,2004,December,12
France,12/9/2004 0:00,S18_1367,22,44.75,10356,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster,984.5,2004,December,12
France,12/9/2004 0:00,S18_1984,27,130.87,10356,Classic Cars,1995 Honda Civic,3533.49,2004,December,12
France,12/9/2004 0:00,S18_2325,29,106.79,10356,Vintage Cars,1932 Model A Ford J-Coupe,3096.91,2004,December,12
France,12/9/2004 0:00,S18_2795,30,158.63,10356,Vintage Cars,1928 Mercedes-Benz SSK,4758.9,2004,December,12
France,12/9/2004 0:00,S24_1937,48,31.86,10356,Vintage Cars,1939 Chevrolet Deluxe Coupe,1529.28,2004,December,12
France,12/9/2004 0:00,S24_2022,26,42.11,10356,Vintage Cars,1938 Cadillac V-16 Presidential Limousine,1094.86,2004,December,12
France,12/9/2004 0:00,S50_4713,26,78.11,10356,Motorcycles,2002 Yamaha YZR M1,2030.86,2004,December,12
France,3/17/2005 0:00,S10_4757,32,125.12,10395,Classic Cars,1972 Alfa Romeo GTA,4003.84,2005,March,3
France,3/17/2005 0:00,S12_1108,33,205.72,10395,Classic Cars,2001 Ferrari Enzo,6788.76,2005,March,3
France,3/17/2005 0:00,S50_1392,46,98.39,10395,Trucks and Buses,Diamond T620 Semi-Skirted Tanker,4525.94,2005,March,3
France,3/17/2005 0:00,S50_1514,45,57.99,10395,Trains,1962 City of Detroit Streetcar,2609.55,2005,March,3
France,2/2/2004 0:00,S12_1666,43,133.94,10216,Trucks and Buses,1958 Setra Bus,5759.42,2004,February,2
France,10/11/2004 0:00,S10_1949,47,201.44,10304,Classic Cars,1952 Alpine Renault 1300,9467.68,2004,October,10
France,10/11/2004 0:00,S12_1666,39,117.54,10304,Trucks and Buses,1958 Setra Bus,4584.06,2004,October,10
France,10/11/2004 0:00,S18_1097,46,106.17,10304,Trucks and Buses,1940 Ford Pickup Truck,4883.82,2004,October,10
France,10/11/2004 0:00,S18_1342,37,95.55,10304,Vintage Cars,1937 Lincoln Berline,3535.35,2004,October,10
France,10/11/2004 0:00,S18_1367,37,46.9,10304,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster,1735.3,2004,October,10
France,10/11/2004 0:00,S18_2325,24,102.98,10304,Vintage Cars,1932 Model A Ford J-Coupe,2471.52,2004,October,10
France,10/11/2004 0:00,S18_2795,20,141.75,10304,Vintage Cars,1928 Mercedes-Benz SSK,2835,2004,October,10
France,10/11/2004 0:00,S18_2949,46,98.27,10304,Vintage Cars,1913 Ford Model T Speedster,4520.42,2004,October,10
France,10/11/2004 0:00,S18_2957,24,54.34,10304,Vintage Cars,1934 Ford V8 Coupe,1304.16,2004,October,10
France,10/11/2004 0:00,S18_3136,26,90.06,10304,Vintage Cars,18th Century Vintage Horse Carriage,2341.56,2004,October,10
France,10/11/2004 0:00,S18_3320,38,95.24,10304,Vintage Cars,1917 Maxwell Touring Car,3619.12,2004,October,10
France,10/11/2004 0:00,S18_4668,34,44.27,10304,Vintage Cars,1939 Cadillac Limousine,1505.18,2004,October,10
France,10/11/2004 0:00,S24_1937,23,29.21,10304,Vintage Cars,1939 Chevrolet Deluxe Coupe,671.83,2004,October,10
France,10/11/2004 0:00,S24_2022,44,42.11,10304,Vintage Cars,1938 Cadillac V-16 Presidential Limousine,1852.84,2004,October,10
France,10/11/2004 0:00,S24_4258,33,80.83,10304,Vintage Cars,1936 Chrysler Airflow,2667.39,2004,October,10
France,10/11/2004 0:00,S32_3522,36,52.36,10304,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger,1884.96,2004,October,10
France,10/11/2004 0:00,S700_2824,40,80.92,10304,Classic Cars,1982 Camaro Z28,3236.8,2004,October,10
Germany,11/20/2003 0:00,S12_1099,21,155.66,10191,Classic Cars,1968 Ford Mustang,3268.86,2003,November,11
Germany,11/20/2003 0:00,S12_3380,40,104.52,10191,Classic Cars,1968 Dodge Charger,4180.8,2003,November,11
Germany,11/20/2003 0:00,S12_3990,30,70.22,10191,Classic Cars,1970 Plymouth Hemi Cuda,2106.6,2003,November,11
Germany,11/20/2003 0:00,S18_3278,36,75.59,10191,Classic Cars,1969 Dodge Super Bee,2721.24,2003,November,11
Germany,11/20/2003 0:00,S18_3482,23,119.06,10191,Classic Cars,1976 Ford Gran Torino,2738.38,2003,November,11
Germany,11/20/2003 0:00,S18_3782,43,60.93,10191,Motorcycles,1957 Vespa GS150,2619.99,2003,November,11
Germany,11/20/2003 0:00,S18_4721,32,136.9,10191,Classic Cars,1957 Corvette Convertible,4380.8,2003,November,11
Germany,11/20/2003 0:00,S24_3371,48,53.27,10191,Classic Cars,1971 Alpine Renault 1600s,2556.96,2003,November,11
Germany,11/20/2003 0:00,S24_4620,44,77.61,10191,Classic Cars,1961 Chevrolet Impala,3414.84,2003,November,11
Germany,10/16/2004 0:00,S12_1099,33,165.38,10310,Classic Cars,1968 Ford Mustang,5457.54,2004,October,10
Germany,10/16/2004 0:00,S12_3380,24,105.7,10310,Classic Cars,1968 Dodge Charger,2536.8,2004,October,10
Germany,10/16/2004 0:00,S12_3990,49,77.41,10310,Classic Cars,1970 Plymouth Hemi Cuda,3793.09,2004,October,10
Germany,10/16/2004 0:00,S12_4675,25,101.34,10310,Classic Cars,1969 Dodge Charger,2533.5,2004,October,10
Germany,10/16/2004 0:00,S18_1129,37,128.8,10310,Classic Cars,1993 Mazda RX-7,4765.6,2004,October,10
Germany,10/16/2004 0:00,S18_1889,20,66.99,10310,Classic Cars,1948 Porsche 356-A Roadster,1339.8,2004,October,10
Germany,10/16/2004 0:00,S18_1984,24,129.45,10310,Classic Cars,1995 Honda Civic,3106.8,2004,October,10
Germany,10/16/2004 0:00,S18_3232,48,159.18,10310,Classic Cars,1992 Ferrari 360 Spider red,7640.64,2004,October,10
Germany,10/16/2004 0:00,S18_3278,27,70.76,10310,Classic Cars,1969 Dodge Super Bee,1910.52,2004,October,10
Germany,10/16/2004 0:00,S18_3482,49,122,10310,Classic Cars,1976 Ford Gran Torino,5978,2004,October,10
Germany,10/16/2004 0:00,S18_3782,42,59.06,10310,Motorcycles,1957 Vespa GS150,2480.52,2004,October,10
Germany,10/16/2004 0:00,S18_4721,40,133.92,10310,Classic Cars,1957 Corvette Convertible,5356.8,2004,October,10
Germany,10/16/2004 0:00,S24_2972,33,33.23,10310,Classic Cars,1982 Lamborghini Diablo,1096.59,2004,October,10
Germany,10/16/2004 0:00,S24_3371,38,50.21,10310,Classic Cars,1971 Alpine Renault 1600s,1907.98,2004,October,10
Germany,10/16/2004 0:00,S24_3856,45,139.03,10310,Classic Cars,1956 Porsche 356A Coupe,6256.35,2004,October,10
Germany,10/16/2004 0:00,S24_4620,49,75.18,10310,Classic Cars,1961 Chevrolet Impala,3683.82,2004,October,10
Germany,10/16/2004 0:00,S32_2206,36,38.62,10310,Motorcycles,1982 Ducati 996 R,1390.32,2004,October,10
Canada,4/2/2004 0:00,S18_2581,24,81.95,10235,Planes,P-51-D Mustang,1966.8,2004,April,4
Canada,4/2/2004 0:00,S24_1785,23,89.72,10235,Planes,1928 British Royal Navy Airplane,2063.56,2004,April,4
Canada,4/2/2004 0:00,S24_3949,33,55.27,10235,Planes,Corsair F4U ( Bird Cage),1823.91,2004,April,4
Canada,4/2/2004 0:00,S24_4278,40,63.03,10235,Planes,1900s Vintage Tri-Plane,2521.2,2004,April,4
Canada,4/2/2004 0:00,S32_1374,41,90.9,10235,Motorcycles,1997 BMW F650 ST,3726.9,2004,April,4
Canada,4/2/2004 0:00,S32_4289,34,66.73,10235,Vintage Cars,1928 Ford Phaeton Deluxe,2268.82,2004,April,4
Canada,4/2/2004 0:00,S50_1341,41,37.09,10235,Vintage Cars,1930 Buick Marquette Phaeton,1520.69,2004,April,4
Canada,4/2/2004 0:00,S700_1691,25,88.6,10235,Planes,American Airlines: B767-300,2215,2004,April,4
Canada,4/2/2004 0:00,S700_2466,38,92.74,10235,Planes,America West Airlines B757-200,3524.12,2004,April,4
Canada,4/2/2004 0:00,S700_2834,25,116.28,10235,Planes,ATA: B757-300,2907,2004,April,4
Canada,4/2/2004 0:00,S700_3167,32,73.6,10235,Planes,F/A 18 Hornet 1/72,2355.2,2004,April,4
Canada,4/2/2004 0:00,S700_4002,34,70.33,10235,Planes,American Airlines: MD-11S,2391.22,2004,April,4
Canada,8/20/2004 0:00,S10_4757,25,130.56,10283,Classic Cars,1972 Alfa Romeo GTA,3264,2004,August,8
Canada,8/20/2004 0:00,S18_3029,21,78.28,10283,Ships,1999 Yamaha Speed Boat,1643.88,2004,August,8
Canada,8/20/2004 0:00,S18_3856,46,100.58,10283,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet,4626.68,2004,August,8
Canada,8/20/2004 0:00,S18_4522,34,71.97,10283,Vintage Cars,1904 Buick Runabout,2446.98,2004,August,8
Canada,8/20/2004 0:00,S24_2011,42,99.54,10283,Ships,18th century schooner,4180.68,2004,August,8
Canada,8/20/2004 0:00,S24_3151,34,80.54,10283,Vintage Cars,1912 Ford Model T Delivery Wagon,2738.36,2004,August,8
Canada,8/20/2004 0:00,S24_3816,33,77.15,10283,Vintage Cars,1940 Ford Delivery Sedan,2545.95,2004,August,8
Canada,8/20/2004 0:00,S700_1138,45,62,10283,Ships,The Schooner Bluenose,2790,2004,August,8
Canada,8/20/2004 0:00,S700_2047,20,74.23,10283,Ships,HMS Bounty,1484.6,2004,August,8
Canada,8/20/2004 0:00,S700_2610,47,68.67,10283,Ships,The USS Constitution Ship,3227.49,2004,August,8
Canada,8/20/2004 0:00,S700_3505,22,88.15,10283,Ships,The Titanic,1939.3,2004,August,8
Canada,8/20/2004 0:00,S700_3962,38,85.41,10283,Ships,The Queen Mary,3245.58,2004,August,8
Canada,8/20/2004 0:00,S72_1253,43,41.22,10283,Planes,Boeing X-32A JSF,1772.46,2004,August,8
Canada,8/20/2004 0:00,S72_3212,33,49.14,10283,Ships,Pont Yacht,1621.62,2004,August,8
Australia,9/11/2003 0:00,S18_1129,23,114.65,10148,Classic Cars,1993 Mazda RX-7,2636.95,2003,September,9
Australia,9/11/2003 0:00,S18_1589,47,108.26,10148,Classic Cars,1965 Aston Martin DB5,5088.22,2003,September,9
Australia,9/11/2003 0:00,S18_1984,25,136.56,10148,Classic Cars,1995 Honda Civic,3414,2003,September,9
Australia,9/11/2003 0:00,S18_2870,27,113.52,10148,Classic Cars,1999 Indy 500 Monte Carlo SS,3065.04,2003,September,9
Australia,9/11/2003 0:00,S18_3232,32,143.94,10148,Classic Cars,1992 Ferrari 360 Spider red,4606.08,2003,September,9
Australia,9/11/2003 0:00,S18_3685,28,135.63,10148,Classic Cars,1948 Porsche Type 356 Roadster,3797.64,2003,September,9
Australia,9/11/2003 0:00,S18_4409,34,83.75,10148,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport,2847.5,2003,September,9
Australia,9/11/2003 0:00,S18_4933,29,66.28,10148,Classic Cars,1957 Ford Thunderbird,1922.12,2003,September,9
Australia,9/11/2003 0:00,S24_1046,25,65.41,10148,Classic Cars,1970 Chevy Chevelle SS 454,1635.25,2003,September,9
Australia,9/11/2003 0:00,S24_1628,47,46.29,10148,Classic Cars,1966 Shelby Cobra 427 S/C,2175.63,2003,September,9
Australia,9/11/2003 0:00,S24_2766,21,77.24,10148,Classic Cars,1949 Jaguar XK 120,1622.04,2003,September,9
Australia,9/11/2003 0:00,S24_2887,34,115.09,10148,Classic Cars,1952 Citroen-15CV,3913.06,2003,September,9
Australia,9/11/2003 0:00,S24_3191,31,71.91,10148,Classic Cars,1969 Chevrolet Camaro Z28,2229.21,2003,September,9
Australia,9/11/2003 0:00,S24_3432,27,96.37,10148,Classic Cars,2002 Chevy Corvette,2601.99,2003,September,9
Australia,11/4/2003 0:00,S12_1099,30,163.44,10169,Classic Cars,1968 Ford Mustang,4903.2,2003,November,11
Australia,11/4/2003 0:00,S12_2823,35,126.52,10169,Motorcycles,2002 Suzuki XREO,4428.2,2003,November,11
Australia,11/4/2003 0:00,S12_3990,36,71.82,10169,Classic Cars,1970 Plymouth Hemi Cuda,2585.52,2003,November,11
Australia,11/4/2003 0:00,S18_3278,32,65.13,10169,Classic Cars,1969 Dodge Super Bee,2084.16,2003,November,11
